Selection,View,Channel,Begin Time (s),End Time (s),Low Freq (Hz),High Freq (Hz),Begin File,File Offset (s),Begin Path,Freq 5% (Hz),Freq 95% (Hz),Peak Freq (Hz),Dur 90% (s),Center Time (s),Time 5% (s),Time 95% (s),Type,Syllables p Song,Site
56,Spectrogram 1,1,1094.351905,1094.558542,2441.8,6287.7,S1123KIP1_048K_S04_S7112_20240109_070004.flac,494.2879,C:\Users\HNG9\Box\NTRES6150\Problem Sets\PS4\Kipuka\S04_K1Y\S1123KIP1_S04_S7112\S1123KIP1_048K_S04_S7112_20240109_070004.flac,2671.875,6093.75,3281.25,0.1839,1094.449,1094.3621,1094.546,Syllable,,S04
58,Spectrogram 1,1,1101.246079,1101.452716,2380.8,5860.3,S1123KIP1_048K_S04_S7112_20240109_070004.flac,501.1821,C:\Users\HNG9\Box\NTRES6150\Problem Sets\PS4\Kipuka\S04_K1Y\S1123KIP1_S04_S7112\S1123KIP1_048K_S04_S7112_20240109_070004.flac,2578.125,5625,3281.25,0.1819,1101.3441,1101.2572,1101.439,Syllable,,S04
59,Spectrogram 1,1,1101.499679,1101.743887,2319.7,6043.5,S1123KIP1_048K_S04_S7112_20240109_070004.flac,501.4357,C:\Users\HNG9\Box\NTRES6150\Problem Sets\PS4\Kipuka\S04_K1Y\S1123KIP1_S04_S7112\S1123KIP1_048K_S04_S7112_20240109_070004.flac,2531.25,5765.625,3281.25,0.2183,1101.6189,1101.5138,1101.7321,Syllable,,S04
60,Spectrogram 1,1,1101.743887,1101.96931,2258.7,6226.6,S1123KIP1_048K_S04_S7112_20240109_070004.flac,501.6799,C:\Users\HNG9\Box\NTRES6150\Problem Sets\PS4\Kipuka\S04_K1Y\S1123KIP1_S04_S7112\S1123KIP1_048K_S04_S7112_20240109_070004.flac,2437.5,5953.125,3281.25,0.2001,1101.8513,1101.7543,1101.9543,Syllable,,S04
61,Spectrogram 1,1,1101.997488,1102.204125,2075.5,5982.4,S1123KIP1_048K_S04_S7112_20240109_070004.flac,501.9335,C:\Users\HNG9\Box\NTRES6150\Problem Sets\PS4\Kipuka\S04_K1Y\S1123KIP1_S04_S7112\S1123KIP1_048K_S04_S7112_20240109_070004.flac,2250,5718.75,3281.25,0.1859,1102.0958,1102.0069,1102.1928,Syllable,,S04
62,Spectrogram 1,1,1102.22291,1102.495296,2686,5982.4,S1123KIP1_048K_S04_S7112_20240109_070004.flac,502.1589,C:\Users\HNG9\Box\NTRES6150\Problem Sets\PS4\Kipuka\S04_K1Y\S1123KIP1_S04_S7112\S1123KIP1_048K_S04_S7112_20240109_070004.flac,2812.5,5765.625,3281.25,0.2405,1102.3585,1102.2352,1102.4757,Syllable,,S04
63,Spectrogram 1,1,1102.495296,1102.720718,2686,6287.7,S1123KIP1_048K_S04_S7112_20240109_070004.flac,502.4313,C:\Users\HNG9\Box\NTRES6150\Problem Sets\PS4\Kipuka\S04_K1Y\S1123KIP1_S04_S7112\S1123KIP1_048K_S04_S7112_20240109_070004.flac,2859.375,6093.75,3281.25,0.2001,1102.601,1102.506,1102.7061,Syllable,,S04
64,Spectrogram 1,1,1102.711326,1103.002497,2380.8,5738.2,S1123KIP1_048K_S04_S7112_20240109_070004.flac,502.6473,C:\Users\HNG9\Box\NTRES6150\Problem Sets\PS4\Kipuka\S04_K1Y\S1123KIP1_S04_S7112\S1123KIP1_048K_S04_S7112_20240109_070004.flac,2578.125,5531.25,3281.25,0.2587,1102.8536,1102.7243,1102.9829,Syllable,,S04
68,Spectrogram 1,1,3063.719473,3063.973073,2563.9,5738.2,S1123KIP1_048K_S04_S7112_20240113_070004.flac,63.3995,C:\Users\HNG9\Box\NTRES6150\Problem Sets\PS4\Kipuka\S04_K1Y\S1123KIP1_S04_S7112\S1123KIP1_048K_S04_S7112_20240113_070004.flac,2671.875,5484.375,3515.625,0.2203,3063.8561,3063.7369,3063.9572,Syllable,,S04
69,Spectrogram 1,1,3064.001251,3064.226674,2624.9,5860.3,S1123KIP1_048K_S04_S7112_20240113_070004.flac,63.6812,C:\Users\HNG9\Box\NTRES6150\Problem Sets\PS4\Kipuka\S04_K1Y\S1123KIP1_S04_S7112\S1123KIP1_048K_S04_S7112_20240113_070004.flac,2718.75,5671.875,3515.625,0.2001,3064.1249,3064.0158,3064.2158,Syllable,,S04
70,Spectrogram 1,1,3064.236066,3064.480274,2563.9,6226.6,S1123KIP1_048K_S04_S7112_20240113_070004.flac,63.9161,C:\Users\HNG9\Box\NTRES6150\Problem Sets\PS4\Kipuka\S04_K1Y\S1123KIP1_S04_S7112\S1123KIP1_048K_S04_S7112_20240113_070004.flac,2671.875,5953.125,3515.625,0.2142,3064.3714,3064.2522,3064.4664,Syllable,,S04
71,Spectrogram 1,1,3064.470881,3064.696304,2502.9,6104.5,S1123KIP1_048K_S04_S7112_20240113_070004.flac,64.1509,C:\Users\HNG9\Box\NTRES6150\Problem Sets\PS4\Kipuka\S04_K1Y\S1123KIP1_S04_S7112\S1123KIP1_048K_S04_S7112_20240113_070004.flac,2625,5859.375,3515.625,0.2001,3064.5937,3064.4846,3064.6847,Syllable,,S04
72,Spectrogram 1,1,3064.715089,3064.96869,2380.8,5982.4,S1123KIP1_048K_S04_S7112_20240113_070004.flac,64.3951,C:\Users\HNG9\Box\NTRES6150\Problem Sets\PS4\Kipuka\S04_K1Y\S1123KIP1_S04_S7112\S1123KIP1_048K_S04_S7112_20240113_070004.flac,2484.375,5718.75,3515.625,0.2203,3064.8524,3064.7332,3064.9534,Syllable,,S04
73,Spectrogram 1,1,3064.987475,3065.194112,2441.8,5860.3,S1123KIP1_048K_S04_S7112_20240113_070004.flac,64.6675,C:\Users\HNG9\Box\NTRES6150\Problem Sets\PS4\Kipuka\S04_K1Y\S1123KIP1_S04_S7112\S1123KIP1_048K_S04_S7112_20240113_070004.flac,2625,5671.875,3515.625,0.1859,3065.101,3064.9999,3065.1858,Syllable,,S04
74,Spectrogram 1,1,3065.250468,3065.504068,2563.9,5799.3,S1123KIP1_048K_S04_S7112_20240113_070004.flac,64.9305,C:\Users\HNG9\Box\NTRES6150\Problem Sets\PS4\Kipuka\S04_K1Y\S1123KIP1_S04_S7112\S1123KIP1_048K_S04_S7112_20240113_070004.flac,2671.875,5531.25,3515.625,0.2223,3065.3879,3065.2667,3065.489,Syllable,,S04
75,Spectrogram 1,1,3071.684404,3071.891042,2502.9,5738.2,S1123KIP1_048K_S04_S7112_20240113_070004.flac,71.3644,C:\Users\HNG9\Box\NTRES6150\Problem Sets\PS4\Kipuka\S04_K1Y\S1123KIP1_S04_S7112\S1123KIP1_048K_S04_S7112_20240113_070004.flac,2625,5484.375,3515.625,0.1859,3071.798,3071.697,3071.8829,Syllable,,S04
76,Spectrogram 1,1,3072.651843,3072.924228,2441.8,6287.7,S1123KIP1_048K_S04_S7112_20240113_070004.flac,72.3318,C:\Users\HNG9\Box\NTRES6150\Problem Sets\PS4\Kipuka\S04_K1Y\S1123KIP1_S04_S7112\S1123KIP1_048K_S04_S7112_20240113_070004.flac,2625,6046.875,3515.625,0.2405,3072.7963,3072.671,3072.9115,Syllable,,S04
77,Spectrogram 1,1,3072.943014,3073.187221,2747,5921.4,S1123KIP1_048K_S04_S7112_20240113_070004.flac,72.623,C:\Users\HNG9\Box\NTRES6150\Problem Sets\PS4\Kipuka\S04_K1Y\S1123KIP1_S04_S7112\S1123KIP1_048K_S04_S7112_20240113_070004.flac,2906.25,5718.75,3515.625,0.2162,3073.0772,3072.958,3073.1742,Syllable,,S04
78,Spectrogram 1,1,3072.398242,3072.680021,2197.6,5982.4,S1123KIP1_048K_S04_S7112_20240113_070004.flac,72.0782,C:\Users\HNG9\Box\NTRES6150\Problem Sets\PS4\Kipuka\S04_K1Y\S1123KIP1_S04_S7112\S1123KIP1_048K_S04_S7112_20240113_070004.flac,2296.875,5718.75,3515.625,0.2506,3072.5498,3072.4164,3072.667,Syllable,,S04
79,Spectrogram 1,1,3072.144642,3072.407635,2258.7,5921.4,S1123KIP1_048K_S04_S7112_20240113_070004.flac,71.8246,C:\Users\HNG9\Box\NTRES6150\Problem Sets\PS4\Kipuka\S04_K1Y\S1123KIP1_S04_S7112\S1123KIP1_048K_S04_S7112_20240113_070004.flac,2390.625,5671.875,3515.625,0.2324,3072.285,3072.1618,3072.3942,Syllable,,S04
80,Spectrogram 1,1,3071.891042,3072.163427,2563.9,5738.2,S1123KIP1_048K_S04_S7112_20240113_070004.flac,71.571,C:\Users\HNG9\Box\NTRES6150\Problem Sets\PS4\Kipuka\S04_K1Y\S1123KIP1_S04_S7112\S1123KIP1_048K_S04_S7112_20240113_070004.flac,2671.875,5484.375,3515.625,0.2385,3072.0365,3071.9112,3072.1496,Syllable,,S04
81,Spectrogram 1,1,3098.528478,3098.782078,2197.6,6287.7,S1123KIP1_048K_S04_S7112_20240113_070004.flac,98.2085,C:\Users\HNG9\Box\NTRES6150\Problem Sets\PS4\Kipuka\S04_K1Y\S1123KIP1_S04_S7112\S1123KIP1_048K_S04_S7112_20240113_070004.flac,2296.875,6000,3515.625,0.2223,3098.665,3098.5437,3098.766,Syllable,,S04
82,Spectrogram 1,1,3098.246699,3098.53787,2380.8,6165.6,S1123KIP1_048K_S04_S7112_20240113_070004.flac,97.9267,C:\Users\HNG9\Box\NTRES6150\Problem Sets\PS4\Kipuka\S04_K1Y\S1123KIP1_S04_S7112\S1123KIP1_048K_S04_S7112_20240113_070004.flac,2484.375,5906.25,3515.625,0.2566,3098.4003,3098.2669,3098.5235,Syllable,,S04
83,Spectrogram 1,1,3097.964921,3098.265485,2441.8,6165.6,S1123KIP1_048K_S04_S7112_20240113_070004.flac,97.6449,C:\Users\HNG9\Box\NTRES6150\Problem Sets\PS4\Kipuka\S04_K1Y\S1123KIP1_S04_S7112\S1123KIP1_048K_S04_S7112_20240113_070004.flac,2578.125,5906.25,3515.625,0.2668,3098.1214,3097.984,3098.2507,Syllable,,S04
84,Spectrogram 1,1,3097.739498,3098.021277,2502.9,6165.6,S1123KIP1_048K_S04_S7112_20240113_070004.flac,97.4195,C:\Users\HNG9\Box\NTRES6150\Problem Sets\PS4\Kipuka\S04_K1Y\S1123KIP1_S04_S7112\S1123KIP1_048K_S04_S7112_20240113_070004.flac,2625,5906.25,3515.625,0.2465,3097.889,3097.7597,3098.0062,Syllable,,S04
85,Spectrogram 1,1,3097.504683,3097.758284,2319.7,6165.6,S1123KIP1_048K_S04_S7112_20240113_070004.flac,97.1847,C:\Users\HNG9\Box\NTRES6150\Problem Sets\PS4\Kipuka\S04_K1Y\S1123KIP1_S04_S7112\S1123KIP1_048K_S04_S7112_20240113_070004.flac,2437.5,5906.25,3515.625,0.2243,3097.6424,3097.5192,3097.7435,Syllable,,S04
86,Spectrogram 1,1,3097.260475,3097.514076,2747,6226.6,S1123KIP1_048K_S04_S7112_20240113_070004.flac,96.9405,C:\Users\HNG9\Box\NTRES6150\Problem Sets\PS4\Kipuka\S04_K1Y\S1123KIP1_S04_S7112\S1123KIP1_048K_S04_S7112_20240113_070004.flac,2906.25,5953.125,3515.625,0.2263,3097.3979,3097.2747,3097.501,Syllable,,S04
87,Spectrogram 1,1,3097.016268,3097.279261,2686,5860.3,S1123KIP1_048K_S04_S7112_20240113_070004.flac,96.6963,C:\Users\HNG9\Box\NTRES6150\Problem Sets\PS4\Kipuka\S04_K1Y\S1123KIP1_S04_S7112\S1123KIP1_048K_S04_S7112_20240113_070004.flac,2859.375,5671.875,3515.625,0.2324,3097.1595,3097.0342,3097.2666,Syllable,,S04
92,Spectrogram 1,1,361.3713208,361.5685655,2563.9,5860.3,S1123KIP1_048K_S04_S7112_20240108_070004.flac,361.3713,C:\Users\HNG9\Box\NTRES6150\Problem Sets\PS4\Kipuka\S04_K1Y\S1123KIP1_S04_S7112\S1123KIP1_048K_S04_S7112_20240108_070004.flac,2718.75,5625,3515.625,0.1738,361.4584,361.3816,361.5554,Syllable,,S04
93,Spectrogram 1,1,361.6061359,361.8315585,2441.8,6104.5,S1123KIP1_048K_S04_S7112_20240108_070004.flac,361.6061,C:\Users\HNG9\Box\NTRES6150\Problem Sets\PS4\Kipuka\S04_K1Y\S1123KIP1_S04_S7112\S1123KIP1_048K_S04_S7112_20240108_070004.flac,2671.875,5765.625,3984.375,0.2081,361.717,361.62,361.8282,Syllable,,S04
94,Spectrogram 1,1,361.8597364,362.0381959,2380.8,6165.6,S1123KIP1_048K_S04_S7112_20240108_070004.flac,361.8597,C:\Users\HNG9\Box\NTRES6150\Problem Sets\PS4\Kipuka\S04_K1Y\S1123KIP1_S04_S7112\S1123KIP1_048K_S04_S7112_20240108_070004.flac,2531.25,5812.5,3515.625,0.1576,361.9413,361.8686,362.0262,Syllable,,S04
95,Spectrogram 1,1,362.0945516,362.3105815,2563.9,5921.4,S1123KIP1_048K_S04_S7112_20240108_070004.flac,362.0945,C:\Users\HNG9\Box\NTRES6150\Problem Sets\PS4\Kipuka\S04_K1Y\S1123KIP1_S04_S7112\S1123KIP1_048K_S04_S7112_20240108_070004.flac,2718.75,5671.875,3937.5,0.198,362.1919,362.1071,362.3051,Syllable,,S04
96,Spectrogram 1,1,362.3199741,362.5453967,2686,6470.8,S1123KIP1_048K_S04_S7112_20240108_070004.flac,362.32,C:\Users\HNG9\Box\NTRES6150\Problem Sets\PS4\Kipuka\S04_K1Y\S1123KIP1_S04_S7112\S1123KIP1_048K_S04_S7112_20240108_070004.flac,2859.375,6046.875,3984.375,0.2081,362.4324,362.3334,362.5415,Syllable,,S04
97,Spectrogram 1,1,362.5735746,362.8177824,2747,6226.6,S1123KIP1_048K_S04_S7112_20240108_070004.flac,362.5736,C:\Users\HNG9\Box\NTRES6150\Problem Sets\PS4\Kipuka\S04_K1Y\S1123KIP1_S04_S7112\S1123KIP1_048K_S04_S7112_20240108_070004.flac,2953.125,5718.75,3984.375,0.2182,362.784,362.5961,362.8143,Syllable,,S04
98,Spectrogram 1,1,369.0638666,369.317467,2441.8,5555.1,S1123KIP1_048K_S04_S7112_20240108_070004.flac,369.0639,C:\Users\HNG9\Box\NTRES6150\Problem Sets\PS4\Kipuka\S04_K1Y\S1123KIP1_S04_S7112\S1123KIP1_048K_S04_S7112_20240108_070004.flac,2765.625,4875,3984.375,0.2223,369.2891,369.0931,369.3154,Syllable,,S04
99,Spectrogram 1,1,368.7820884,369.0450814,2563.9,5616.2,S1123KIP1_048K_S04_S7112_20240108_070004.flac,368.7821,C:\Users\HNG9\Box\NTRES6150\Problem Sets\PS4\Kipuka\S04_K1Y\S1123KIP1_S04_S7112\S1123KIP1_048K_S04_S7112_20240108_070004.flac,2859.375,4921.875,3984.375,0.2223,369.0122,368.8182,369.0405,Syllable,,S04
100,Spectrogram 1,1,368.5190954,368.8008736,2502.9,5738.2,S1123KIP1_048K_S04_S7112_20240108_070004.flac,368.5191,C:\Users\HNG9\Box\NTRES6150\Problem Sets\PS4\Kipuka\S04_K1Y\S1123KIP1_S04_S7112\S1123KIP1_048K_S04_S7112_20240108_070004.flac,2859.375,5062.5,3984.375,0.2344,368.7516,368.5555,368.7899,Syllable,,S04
101,Spectrogram 1,1,368.2748875,368.5472732,2624.9,5921.4,S1123KIP1_048K_S04_S7112_20240108_070004.flac,368.2749,C:\Users\HNG9\Box\NTRES6150\Problem Sets\PS4\Kipuka\S04_K1Y\S1123KIP1_S04_S7112\S1123KIP1_048K_S04_S7112_20240108_070004.flac,2906.25,5296.875,3984.375,0.2263,368.507,368.311,368.5373,Syllable,,S04
102,Spectrogram 1,1,368.0400723,368.2654949,2441.8,5921.4,S1123KIP1_048K_S04_S7112_20240108_070004.flac,368.0401,C:\Users\HNG9\Box\NTRES6150\Problem Sets\PS4\Kipuka\S04_K1Y\S1123KIP1_S04_S7112\S1123KIP1_048K_S04_S7112_20240108_070004.flac,2671.875,5625,3984.375,0.2102,368.1574,368.0523,368.2625,Syllable,,S04
103,Spectrogram 1,1,367.833435,368.049465,2624.9,5738.2,S1123KIP1_048K_S04_S7112_20240108_070004.flac,367.8334,C:\Users\HNG9\Box\NTRES6150\Problem Sets\PS4\Kipuka\S04_K1Y\S1123KIP1_S04_S7112\S1123KIP1_048K_S04_S7112_20240108_070004.flac,2765.625,5437.5,3937.5,0.2001,367.9311,367.8462,368.0463,Syllable,,S04
104,Spectrogram 1,1,367.5892272,367.8240424,2808.1,5738.2,S1123KIP1_048K_S04_S7112_20240108_070004.flac,367.5892,C:\Users\HNG9\Box\NTRES6150\Problem Sets\PS4\Kipuka\S04_K1Y\S1123KIP1_S04_S7112\S1123KIP1_048K_S04_S7112_20240108_070004.flac,2953.125,5343.75,3984.375,0.2142,367.7593,367.6098,367.824,Syllable,,S04
105,Spectrogram 1,1,385.3600413,385.5948565,2563.9,5738.2,S1123KIP1_048K_S04_S7112_20240108_070004.flac,385.36,C:\Users\HNG9\Box\NTRES6150\Problem Sets\PS4\Kipuka\S04_K1Y\S1123KIP1_S04_S7112\S1123KIP1_048K_S04_S7112_20240108_070004.flac,2765.625,5296.875,3984.375,0.2142,385.5184,385.379,385.5932,Syllable,,S04
106,Spectrogram 1,1,385.0782631,385.3224709,2686,5799.3,S1123KIP1_048K_S04_S7112_20240108_070004.flac,385.0783,C:\Users\HNG9\Box\NTRES6150\Problem Sets\PS4\Kipuka\S04_K1Y\S1123KIP1_S04_S7112\S1123KIP1_048K_S04_S7112_20240108_070004.flac,2906.25,5296.875,3984.375,0.2182,385.2901,385.1041,385.3224,Syllable,,S04
107,Spectrogram 1,1,384.8434479,385.0970483,2563.9,6165.6,S1123KIP1_048K_S04_S7112_20240108_070004.flac,384.8434,C:\Users\HNG9\Box\NTRES6150\Problem Sets\PS4\Kipuka\S04_K1Y\S1123KIP1_S04_S7112\S1123KIP1_048K_S04_S7112_20240108_070004.flac,2859.375,5625,3984.375,0.2223,385.0657,384.8717,385.094,Syllable,,S04
108,Spectrogram 1,1,384.6180253,384.8622331,2747,5982.4,S1123KIP1_048K_S04_S7112_20240108_070004.flac,384.618,C:\Users\HNG9\Box\NTRES6150\Problem Sets\PS4\Kipuka\S04_K1Y\S1123KIP1_S04_S7112\S1123KIP1_048K_S04_S7112_20240108_070004.flac,2953.125,5531.25,3984.375,0.2183,384.8293,384.6434,384.8616,Syllable,,S04
109,Spectrogram 1,1,384.3456396,384.6180253,2808.1,5616.2,S1123KIP1_048K_S04_S7112_20240108_070004.flac,384.3456,C:\Users\HNG9\Box\NTRES6150\Problem Sets\PS4\Kipuka\S04_K1Y\S1123KIP1_S04_S7112\S1123KIP1_048K_S04_S7112_20240108_070004.flac,3093.75,4921.875,3984.375,0.2243,384.5787,384.3847,384.609,Syllable,,S04
110,Spectrogram 1,1,384.1108244,384.3738175,2441.8,5982.4,S1123KIP1_048K_S04_S7112_20240108_070004.flac,384.1108,C:\Users\HNG9\Box\NTRES6150\Problem Sets\PS4\Kipuka\S04_K1Y\S1123KIP1_S04_S7112\S1123KIP1_048K_S04_S7112_20240108_070004.flac,2812.5,5390.625,3984.375,0.2263,384.3382,384.1422,384.3686,Syllable,,S04
111,Spectrogram 1,1,379.4426983,379.715084,2930.2,6165.6,S1123KIP1_048K_S04_S7112_20240108_070004.flac,379.4427,C:\Users\HNG9\Box\NTRES6150\Problem Sets\PS4\Kipuka\S04_K1Y\S1123KIP1_S04_S7112\S1123KIP1_048K_S04_S7112_20240108_070004.flac,3328.125,5578.125,3984.375,0.2284,379.6762,379.4781,379.7065,Syllable,,S04
112,Spectrogram 1,1,377.9774515,378.2310519,2686,6104.5,S1123KIP1_048K_S04_S7112_20240108_070004.flac,377.9775,C:\Users\HNG9\Box\NTRES6150\Problem Sets\PS4\Kipuka\S04_K1Y\S1123KIP1_S04_S7112\S1123KIP1_048K_S04_S7112_20240108_070004.flac,2953.125,5625,3984.375,0.2203,378.1989,378.007,378.2272,Syllable,,S04
113,Spectrogram 1,1,379.2172757,379.4426983,2686,6592.9,S1123KIP1_048K_S04_S7112_20240108_070004.flac,379.2173,C:\Users\HNG9\Box\NTRES6150\Problem Sets\PS4\Kipuka\S04_K1Y\S1123KIP1_S04_S7112\S1123KIP1_048K_S04_S7112_20240108_070004.flac,2859.375,6140.625,3984.375,0.2081,379.3347,379.2316,379.4397,Syllable,,S04
114,Spectrogram 1,1,378.2404445,378.4564745,2747,6104.5,S1123KIP1_048K_S04_S7112_20240108_070004.flac,378.2404,C:\Users\HNG9\Box\NTRES6150\Problem Sets\PS4\Kipuka\S04_K1Y\S1123KIP1_S04_S7112\S1123KIP1_048K_S04_S7112_20240108_070004.flac,2859.375,5812.5,3937.5,0.2001,378.3384,378.2535,378.4536,Syllable,,S04
115,Spectrogram 1,1,378.9354975,379.2078831,2808.1,6226.6,S1123KIP1_048K_S04_S7112_20240108_070004.flac,378.9355,C:\Users\HNG9\Box\NTRES6150\Problem Sets\PS4\Kipuka\S04_K1Y\S1123KIP1_S04_S7112\S1123KIP1_048K_S04_S7112_20240108_070004.flac,3140.625,5625,3984.375,0.2284,379.1669,378.9709,379.1993,Syllable,,S04
116,Spectrogram 1,1,378.4658671,378.7288601,2624.9,6226.6,S1123KIP1_048K_S04_S7112_20240108_070004.flac,378.4659,C:\Users\HNG9\Box\NTRES6150\Problem Sets\PS4\Kipuka\S04_K1Y\S1123KIP1_S04_S7112\S1123KIP1_048K_S04_S7112_20240108_070004.flac,2906.25,5625,3984.375,0.2263,378.6941,378.498,378.7244,Syllable,,S04
117,Spectrogram 1,1,378.7476453,378.9542827,2808.1,6226.6,S1123KIP1_048K_S04_S7112_20240108_070004.flac,378.7476,C:\Users\HNG9\Box\NTRES6150\Problem Sets\PS4\Kipuka\S04_K1Y\S1123KIP1_S04_S7112\S1123KIP1_048K_S04_S7112_20240108_070004.flac,2906.25,5906.25,3515.625,0.1819,378.8375,378.7587,378.9406,Syllable,,S04
120,Spectrogram 1,1,1735.839,1736.130225,2502.9,6287.7,S1123KIP1_048K_S04_S7112_20240110_070004.flac,535.711,C:\Users\HNG9\Box\NTRES6150\Problem Sets\PS4\Kipuka\S04_K1Y\S1123KIP1_S04_S7112\S1123KIP1_048K_S04_S7112_20240110_070004.flac,2671.875,6000,2671.875,0.2607,1735.9767,1735.8493,1736.11,Syllable,,S04
121,Spectrogram 1,1,1735.125216,1735.369423,2380.8,6348.7,S1123KIP1_048K_S04_S7112_20240110_070004.flac,534.9972,C:\Users\HNG9\Box\NTRES6150\Problem Sets\PS4\Kipuka\S04_K1Y\S1123KIP1_S04_S7112\S1123KIP1_048K_S04_S7112_20240110_070004.flac,2484.375,6000,2671.875,0.2182,1735.2451,1735.136,1735.3542,Syllable,,S04
122,Spectrogram 1,1,1735.594846,1735.848446,2319.7,6592.9,S1123KIP1_048K_S04_S7112_20240110_070004.flac,535.4669,C:\Users\HNG9\Box\NTRES6150\Problem Sets\PS4\Kipuka\S04_K1Y\S1123KIP1_S04_S7112\S1123KIP1_048K_S04_S7112_20240110_070004.flac,2437.5,6281.25,2671.875,0.2243,1735.72,1735.6068,1735.8312,Syllable,,S04
123,Spectrogram 1,1,1735.378816,1735.604239,2502.9,6348.7,S1123KIP1_048K_S04_S7112_20240110_070004.flac,535.2508,C:\Users\HNG9\Box\NTRES6150\Problem Sets\PS4\Kipuka\S04_K1Y\S1123KIP1_S04_S7112\S1123KIP1_048K_S04_S7112_20240110_070004.flac,2625,6046.875,2671.875,0.2001,1735.4896,1735.3886,1735.5887,Syllable,,S04
124,Spectrogram 1,1,1734.8904,1735.10643,2441.8,6348.7,S1123KIP1_048K_S04_S7112_20240110_070004.flac,534.7624,C:\Users\HNG9\Box\NTRES6150\Problem Sets\PS4\Kipuka\S04_K1Y\S1123KIP1_S04_S7112\S1123KIP1_048K_S04_S7112_20240110_070004.flac,2578.125,6000,2671.875,0.192,1734.9966,1734.8996,1735.0915,Syllable,,S04
125,Spectrogram 1,1,1734.664978,1734.899793,2258.7,6653.9,S1123KIP1_048K_S04_S7112_20240110_070004.flac,534.537,C:\Users\HNG9\Box\NTRES6150\Problem Sets\PS4\Kipuka\S04_K1Y\S1123KIP1_S04_S7112\S1123KIP1_048K_S04_S7112_20240110_070004.flac,2437.5,6328.125,2671.875,0.2122,1734.7803,1734.6732,1734.8854,Syllable,,S04
126,Spectrogram 1,1,1734.411377,1734.67437,2441.8,6837.1,S1123KIP1_048K_S04_S7112_20240110_070004.flac,534.2834,C:\Users\HNG9\Box\NTRES6150\Problem Sets\PS4\Kipuka\S04_K1Y\S1123KIP1_S04_S7112\S1123KIP1_048K_S04_S7112_20240110_070004.flac,2625,6468.75,2671.875,0.2344,1734.5419,1734.4226,1734.6571,Syllable,,S04
127,Spectrogram 1,1,1732.43893,1732.579819,2686,6348.7,S1123KIP1_048K_S04_S7112_20240110_070004.flac,532.3109,C:\Users\HNG9\Box\NTRES6150\Problem Sets\PS4\Kipuka\S04_K1Y\S1123KIP1_S04_S7112\S1123KIP1_048K_S04_S7112_20240110_070004.flac,2812.5,6046.875,4125,0.1293,1732.5069,1732.4463,1732.5756,Syllable,,S04
128,Spectrogram 1,1,1732.185329,1732.363789,2624.9,6287.7,S1123KIP1_048K_S04_S7112_20240110_070004.flac,532.0573,C:\Users\HNG9\Box\NTRES6150\Problem Sets\PS4\Kipuka\S04_K1Y\S1123KIP1_S04_S7112\S1123KIP1_048K_S04_S7112_20240110_070004.flac,2718.75,5953.125,2671.875,0.1657,1732.2725,1732.1916,1732.3573,Syllable,,S04
129,Spectrogram 1,1,1731.969299,1732.185329,2869.1,6287.7,S1123KIP1_048K_S04_S7112_20240110_070004.flac,531.8413,C:\Users\HNG9\Box\NTRES6150\Problem Sets\PS4\Kipuka\S04_K1Y\S1123KIP1_S04_S7112\S1123KIP1_048K_S04_S7112_20240110_070004.flac,3000,6000,4125,0.192,1732.0764,1731.9774,1732.1694,Syllable,,S04
130,Spectrogram 1,1,1731.743877,1731.959907,2686,6226.6,S1123KIP1_048K_S04_S7112_20240110_070004.flac,531.6159,C:\Users\HNG9\Box\NTRES6150\Problem Sets\PS4\Kipuka\S04_K1Y\S1123KIP1_S04_S7112\S1123KIP1_048K_S04_S7112_20240110_070004.flac,2812.5,5906.25,2718.75,0.192,1731.8501,1731.7531,1731.9451,Syllable,,S04
131,Spectrogram 1,1,1731.537239,1731.743877,2624.9,6348.7,S1123KIP1_048K_S04_S7112_20240110_070004.flac,531.4092,C:\Users\HNG9\Box\NTRES6150\Problem Sets\PS4\Kipuka\S04_K1Y\S1123KIP1_S04_S7112\S1123KIP1_048K_S04_S7112_20240110_070004.flac,2718.75,6046.875,2671.875,0.1839,1731.6399,1731.547,1731.7309,Syllable,,S04
132,Spectrogram 1,1,1731.311817,1731.537239,2502.9,6226.6,S1123KIP1_048K_S04_S7112_20240110_070004.flac,531.1838,C:\Users\HNG9\Box\NTRES6150\Problem Sets\PS4\Kipuka\S04_K1Y\S1123KIP1_S04_S7112\S1123KIP1_048K_S04_S7112_20240110_070004.flac,2625,5906.25,2671.875,0.2021,1731.4217,1731.3207,1731.5227,Syllable,,S04
133,Spectrogram 1,1,1731.095787,1731.330602,2624.9,6104.5,S1123KIP1_048K_S04_S7112_20240110_070004.flac,530.9678,C:\Users\HNG9\Box\NTRES6150\Problem Sets\PS4\Kipuka\S04_K1Y\S1123KIP1_S04_S7112\S1123KIP1_048K_S04_S7112_20240110_070004.flac,2718.75,5812.5,2671.875,0.2122,1731.2095,1731.1044,1731.3166,Syllable,,S04
